timestamp,city,temperature,humidity,windspeed
2025-11-09 19:08:31,Mumbai,27.2,67,9.8
2025-11-09 19:09:02,Mumbai,27.2,67,9.8
2025-11-09 19:09:33,Mumbai,27.2,67,9.8
